,No,標準的な表記,読み,語彙の難易度,品詞1,品詞2(詳細),語種
11120,12017,テクニック,テクニック,4.中級後半,名詞,名詞-普通名詞-一般,外来語
11121,12018,テクノロジー,テクノロジー,4.中級後半,名詞,名詞-普通名詞-一般,外来語
11123,12021,凸凹,デコボコ,5.上級前半,名詞,名詞-普通名詞-サ変可能,和語
11127,12025,デザイナー,デザイナー,4.中級後半,名詞,名詞-普通名詞-一般,外来語
11129,12027,手先,テサキ,5.上級前半,名詞,名詞-普通名詞-一般,和語
11130,12028,出先,デサキ,5.上級前半,名詞,名詞-普通名詞-一般,和語
11131,12029,手探り,テサグリ,5.上級前半,名詞,名詞-普通名詞-一般,和語
11132,12030,手提げ,テサゲ,5.上級前半,名詞,名詞-普通名詞-一般,和語
11133,12031,手触り,テザワリ,5.上級前半,名詞,名詞-普通名詞-一般,和語
11134,12032,弟子,デシ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
11137,12035,デジタル化,デジタルカ,4.中級後半,名詞,名詞-普通名詞-形状詞可能 and 接尾辞-名詞的-サ変可能,混種語
11139,12037,デジタル信号,デジタルシンゴウ,6.上級後半,名詞,名詞-普通名詞-形状詞可能 and 名詞-普通名詞-一般,混種語
11140,12038,手品,テジナ,4.中級後半,名詞,名詞-普通名詞-一般,和語
11142,12040,手順,テジュン,5.上級前半,名詞,名詞-普通名詞-一般,混種語
11143,12041,手錠,テジョウ,5.上級前半,名詞,名詞-普通名詞-一般,混種語
11144,12042,手数,テスウ,5.上級前半,名詞,名詞-普通名詞-一般,混種語
11145,12043,手数料,テスウリョウ,4.中級後半,名詞,名詞-普通名詞-一般 and 接尾辞-名詞的-一般,混種語
11148,12046,手相,テソウ,5.上級前半,名詞,名詞-普通名詞-一般,混種語
11149,12047,手助け,テダスケ,5.上級前半,名詞,名詞-普通名詞-サ変可能,和語
11150,12048,手立て,テダテ,6.上級後半,名詞,名詞-普通名詞-一般,和語
11151,12050,でたらめ,デタラメ,5.上級前半,名詞,名詞-普通名詞-形状詞可能,和語
11152,12051,手近,テヂカ,5.上級前半,名詞,名詞-普通名詞-形状詞可能,和語
11153,12052,手違い,テチガイ,5.上級前半,名詞,名詞-普通名詞-一般,和語
11157,12056,撤回,テッカイ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
11158,12057,哲学,テツガク,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11159,12058,哲学的,テツガクテキ,5.上級前半,名詞,名詞-普通名詞-一般 and 接尾辞-形状詞的,漢語
11160,12059,手付き,テツキ,5.上級前半,名詞,名詞-普通名詞-一般,和語
11161,12060,デッキ,デッキ,5.上級前半,名詞,名詞-普通名詞-一般,外来語
11162,12061,撤去,テッキョ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
11164,12063,鉄筋,テッキン,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11165,12064,手作り,テヅクリ,4.中級後半,名詞,名詞-普通名詞-サ変可能,和語
11166,12065,手付け,テツケ,6.上級後半,名詞,名詞-普通名詞-一般,和語
11167,12067,手付け金,テツケキン,5.上級前半,名詞,名詞-普通名詞-一般 and 接尾辞-名詞的-一般,混種語
11168,12068,鉄拳,テッケン,6.上級後半,名詞,名詞-普通名詞-一般,漢語
11169,12069,鉄鋼,テッコウ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
11170,12070,鉄骨,テッコツ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
11171,12071,デッサン,デッサン,5.上級前半,名詞,名詞-普通名詞-サ変可能,外来語
11172,12072,鉄人,テツジン,5.上級前半,名詞,名詞-普通名詞-一般,漢語
11174,12074,鉄則,テッソク,5.上級前半,名詞,名詞-普通名詞-一般,漢語
11175,12075,撤退,テッタイ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
11179,12079,徹底,テッテイ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
11181,12081,鉄道,テツドウ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11182,12082,デッドヒート,デッドヒート,5.上級前半,名詞,名詞-普通名詞-形状詞可能 and 名詞-普通名詞-一般,外来語
11183,12083,撤廃,テッパイ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
11185,12085,鉄板,テッパン,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11186,12086,鉄分,テツブン,5.上級前半,名詞,名詞-普通名詞-一般,漢語
11187,12087,てっぺん,テッペン,5.上級前半,名詞,名詞-普通名詞-一般,和語
11188,12088,鉄棒,テツボウ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
11189,12089,鉄砲,テッポウ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
11190,12090,徹夜,テツヤ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
11191,12091,鉄腕,テツワン,6.上級後半,名詞,名詞-普通名詞-一般,漢語
11192,12092,手取り,テドリ,5.上級前半,名詞,名詞-普通名詞-一般,和語
11193,12093,手直し,テナオシ,5.上級前半,名詞,名詞-普通名詞-サ変可能,和語
11195,12095,手習い,テナライ,6.上級後半,名詞,名詞-普通名詞-一般,和語
11196,12096,テナント,テナント,5.上級前半,名詞,名詞-普通名詞-一般,外来語
11200,12100,手抜き,テヌキ,4.中級後半,名詞,名詞-普通名詞-サ変可能,和語
11201,12101,手の甲,テノコウ,5.上級前半,名詞,名詞-普通名詞-一般,混種語
11202,12102,手羽,テバ,5.上級前半,名詞,名詞-普通名詞-一般,和語
11205,12110,手配,テハイ,4.中級後半,名詞,名詞-普通名詞-サ変可能,混種語
11208,12113,出番,デバン,4.中級後半,名詞,名詞-普通名詞-一般,混種語
11209,12114,デビュー,デビュー,4.中級後半,名詞,名詞-普通名詞-サ変可能,外来語
11210,12115,デビル,デビル,6.上級後半,名詞,名詞-普通名詞-一般,外来語
11211,12116,でぶ,デブ,4.中級後半,名詞,名詞-普通名詞-形状詞可能,和語
11213,12118,手ぶら,テブラ,4.中級後半,名詞,名詞-普通名詞-形状詞可能,和語
11214,12119,手振り,テブリ,4.中級後半,名詞,名詞-普通名詞-一般,和語
11215,12120,デフレ,デフレ,5.上級前半,名詞,名詞-普通名詞-一般,外来語
11216,12121,テフロン,テフロン,6.上級後半,名詞,名詞-普通名詞-一般,外来語
11217,12122,手本,テホン,5.上級前半,名詞,名詞-普通名詞-一般,混種語
11218,12123,手間,テマ,4.中級後半,名詞,名詞-普通名詞-一般,和語
11219,12124,デマ,デマ,5.上級前半,名詞,名詞-普通名詞-一般,外来語
11221,12126,出前,デマエ,4.中級後半,名詞,名詞-普通名詞-一般,和語
11222,12127,出窓,デマド,5.上級前半,名詞,名詞-普通名詞-一般,和語
11225,12130,手土産,テミヤゲ,4.中級後半,名詞,名詞-普通名詞-一般,和語
11226,12131,出迎え,デムカエ,4.中級後半,名詞,名詞-普通名詞-サ変可能,和語
11229,12134,デメリット,デメリット,4.中級後半,名詞,名詞-普通名詞-一般,外来語
11230,12136,デモ,デモ,4.中級後半,名詞,名詞-普通名詞-サ変可能,外来語
11231,12138,手持ち,テモチ,5.上級前半,名詞,名詞-普通名詞-一般,和語
11232,12139,手元,テモト,4.中級後半,名詞,名詞-普通名詞-一般,和語
11233,12140,デュエット,デュエット,5.上級前半,名詞,名詞-普通名詞-一般,外来語
11235,12142,寺子屋,テラコヤ,6.上級後半,名詞,名詞-普通名詞-一般 and 接尾辞-名詞的-一般,和語
11238,12145,テラス,テラス,5.上級前半,名詞,名詞-普通名詞-一般,外来語
11240,12147,照り,テリ,6.上級後半,名詞,名詞-普通名詞-一般,和語
11242,12149,手料理,テリョウリ,4.中級後半,名詞,名詞-普通名詞-一般 and 名詞-普通名詞-サ変可能,混種語
11245,12152,てるてる坊主,テルテルボウズ,5.上級前半,名詞,助動詞 and 助動詞 and 名詞-普通名詞-一般,混種語
11247,12154,テレビジョン,テレビジョン,5.上級前半,名詞,名詞-普通名詞-一般,外来語
11249,12156,テレホン,テレホン,4.中級後半,名詞,名詞-普通名詞-一般,外来語
11252,12159,テロ,テロ,4.中級後半,名詞,名詞-普通名詞-一般,外来語
11253,12160,テロリスト,テロリスト,4.中級後半,名詞,名詞-普通名詞-一般,外来語
11254,12161,手渡し,テワタシ,4.中級後半,名詞,名詞-普通名詞-サ変可能,和語
11260,12166,天,テン,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11264,12171,電圧,デンアツ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11266,12173,田園,デンエン,5.上級前半,名詞,名詞-普通名詞-一般,漢語
11267,12174,点火,テンカ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
11268,12175,添加,テンカ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
11269,12176,天下,テンカ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
11270,12177,転嫁,テンカ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
11271,12178,電化,デンカ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
11272,12179,展開,テンカイ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
11273,12180,田楽,デンガク,6.上級後半,名詞,名詞-普通名詞-一般,漢語
11274,12181,転換,テンカン,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
11275,12182,転換期,テンカンキ,5.上級前半,名詞,名詞-普通名詞-サ変可能 and 接尾辞-名詞的-一般,漢語
11277,12184,転機,テンキ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
11279,12186,電器,デンキ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11280,12187,電機,デンキ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11281,12188,伝記,デンキ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
11282,12189,電気器具,デンキキグ,4.中級後半,名詞,名詞-普通名詞-一般 and 名詞-普通名詞-一般,漢語
11283,12190,天気図,テンキズ,4.中級後半,名詞,名詞-普通名詞-一般 and 名詞-普通名詞-一般,漢語
11284,12191,電気スタンド,デンキスタンド,4.中級後半,名詞,名詞-普通名詞-一般 and 名詞-普通名詞-一般,混種語
11285,12192,電気洗濯機,デンキセンタクキ,4.中級後半,名詞,名詞-普通名詞-一般 and 名詞-普通名詞-サ変可能 and 接尾辞-名詞的-一般,漢語
11286,12193,電球,デンキュウ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11287,12194,転居,テンキョ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
11288,12195,電極,デンキョク,5.上級前半,名詞,名詞-普通名詞-一般,漢語
11290,12197,転勤,テンキン,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
11291,12198,てんぐ,テング,6.上級後半,名詞,名詞-普通名詞-一般,漢語
11292,12199,天空,テンクウ,6.上級後半,名詞,名詞-普通名詞-一般,漢語
11293,12200,典型,テンケイ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11295,12202,電撃,デンゲキ,6.上級後半,名詞,名詞-普通名詞-一般,漢語
11296,12203,点検,テンケン,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
11297,12204,電源,デンゲン,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11298,12205,転校,テンコウ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
11299,12206,天候,テンコウ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11300,12207,転向,テンコウ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
11301,12208,天国,テンゴク,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11302,12209,伝言,デンゴン,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
11304,12211,天災,テンサイ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
11305,12212,添削,テンサク,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
11306,12213,天使,テンシ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11307,12214,展示,テンジ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
11308,12215,点字,テンジ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
11310,12217,電子顕微鏡,デンシケンビキョウ,6.上級後半,名詞,名詞-普通名詞-一般 and 名詞-普通名詞-一般 and 接尾辞-名詞的-一般,漢語
11311,12219,電磁波,デンジハ,6.上級後半,名詞,名詞-普通名詞-一般 and 接尾辞-名詞的-一般,漢語
11312,12220,転写,テンシャ,6.上級後半,名詞,名詞-普通名詞-サ変可能,漢語
11314,12222,店主,テンシュ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11315,12223,伝授,デンジュ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
11316,12224,天守閣,テンシュカク,6.上級後半,名詞,名詞-普通名詞-一般 and 接尾辞-名詞的-一般,漢語
11317,12225,転出,テンシュツ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
11318,12226,天井,テンジョウ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11319,12227,添乗,テンジョウ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
11320,12228,伝承,デンショウ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
11321,12229,添乗員,テンジョウイン,5.上級前半,名詞,名詞-普通名詞-サ変可能 and 接尾辞-名詞的-一般,漢語
11322,12230,転職,テンショク,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
11323,12231,天職,テンショク,5.上級前半,名詞,名詞-普通名詞-一般,漢語
11324,12232,テンション,テンション,5.上級前半,名詞,名詞-普通名詞-一般,外来語
11326,12234,転身,テンシン,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
11327,12235,電信,デンシン,5.上級前半,名詞,名詞-普通名詞-一般,漢語
11330,12238,天性,テンセイ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
11331,12239,伝説,デンセツ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11332,12240,電線,デンセン,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11333,12241,伝染,デンセン,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
11334,12242,伝染病,デンセンビョウ,4.中級後半,名詞,名詞-普通名詞-サ変可能 and 接尾辞-名詞的-一般,漢語
11335,12243,転送,テンソウ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
11336,12244,天体,テンタイ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
11337,12245,電卓,デンタク,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11338,12246,伝達,デンタツ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
11339,12247,天地,テンチ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
11341,12249,電柱,デンチュウ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11342,12250,てんで,テンデ,6.上級後半,名詞,名詞-普通名詞-一般 and 助詞-格助詞,和語
11343,12252,天敵,テンテキ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
11344,12253,電鉄,デンテツ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
11347,12258,テント,テント,4.中級後半,名詞,名詞-普通名詞-一般,外来語
11349,12261,店頭,テントウ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11350,12262,転倒,テントウ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
11351,12263,伝統,デントウ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11352,12264,電灯,デントウ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11353,12265,電動,デンドウ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11354,12266,伝導,デンドウ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
11357,12271,転入,テンニュウ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
11358,12272,天然,テンネン,4.中級後半,名詞,名詞-普通名詞-一般,漢語
11359,12273,天然ガス,テンネンガス,4.中級後半,名詞,名詞-普通名詞-一般 and 名詞-普通名詞-一般,混種語
11360,12274,天皇,テンノウ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
